Epoch,Refl_Num,Ref_Time,SlopeDistance,HzAngle,x_fixed,y_fixed,utmEast,utmNorth
2018-03-08 15:34:03,23,2018-03-08 14:45:00,683.6731684669084,5.917061526251095,683.2662707891419,-23.583987862122125,439909.4262707891,8023653.976012138
2018-03-08 15:38:47,23,2018-03-08 15:38:00,683.6729700688782,5.917061526251095,683.2660725091911,-23.583981018184225,439909.42607250914,8023653.976018981
2018-03-08 15:47:36,23,2018-03-08 15:46:00,683.6732485450926,5.917061526251095,683.2663508196664,-23.583990624499,439909.42635081965,8023653.976009375
2018-03-08 15:50:05,23,2018-03-08 15:49:00,683.6730698361265,5.917061526251095,683.2661722170615,-23.58398445975493,439909.42617221706,8023653.97601554
2018-03-08 15:52:28,23,2018-03-08 15:51:00,683.6729527609949,5.917061526251095,683.2660552116089,-23.583980421131493,439909.4260552116,8023653.976019578
2018-03-08 15:54:58,23,2018-03-08 15:54:00,683.673087976505,5.917061526251095,683.2661903466435,-23.58398508552538,439909.4261903466,8023653.976014914
2018-03-08 15:57:17,23,2018-03-08 15:56:00,683.6730681768404,5.917061526251095,683.2661705587628,-23.583984402516197,439909.4261705587,8023653.976015597
2018-03-08 15:59:37,23,2018-03-08 15:59:00,683.6734393955625,5.917061526251095,683.266541556549,-23.583997208076283,439909.42654155655,8023653.976002792
2018-03-08 16:02:12,23,2018-03-08 16:01:00,683.6731217817132,5.917061526251095,683.266224131732,-23.58398625166979,439909.4262241317,8023653.976013748
2018-03-08 16:04:32,23,2018-03-08 16:03:00,683.6730583891376,5.917061526251095,683.2661607768855,-23.58398406487963,439909.4261607769,8023653.976015935
2018-03-08 16:06:52,23,2018-03-08 16:06:00,683.6728082555546,5.917061526251095,683.2659107921729,-23.58397543627223,439909.42591079214,8023653.976024563
2018-03-08 16:09:13,23,2018-03-08 16:08:00,683.6731803956608,5.917061526251095,683.2662827107947,-23.583988273616377,439909.42628271074,8023653.976011726
2018-03-08 16:11:33,23,2018-03-08 16:10:00,683.6729267275163,5.917061526251095,683.2660291936244,-23.58397952308068,439909.4260291936,8023653.976020477
2018-03-08 16:13:51,23,2018-03-08 16:13:00,683.6733695106649,5.917061526251095,683.2664717132444,-23.583994797327033,439909.42647171323,8023653.976005202
2018-03-08 16:16:11,23,2018-03-08 16:15:00,683.672886356905,5.917054602659741,683.2658255448366,-23.588708784383446,439909.4258255448,8023653.971291215
2018-03-08 16:18:36,23,2018-03-08 16:17:00,683.673114308054,5.9170575810301855,683.2661236131689,-23.586681629839322,439909.42612361314,8023653.97331837
2018-03-08 16:21:03,23,2018-03-08 16:20:00,683.6729258075735,5.9170596860737295,683.2659848743671,-23.58523682198605,439909.42598487437,8023653.974763177
2018-03-08 16:23:56,23,2018-03-08 16:22:00,683.6731865840087,5.91706047525685,683.2662641084461,-23.584706596013653,439909.4262641084,8023653.9752934035
2018-03-08 16:26:21,23,2018-03-08 16:25:00,683.6732295149244,5.917061170110967,683.2663234015758,-23.584233306591173,439909.42632340157,8023653.975766693
