Epoch,Refl_Num,Ref_Time,SlopeDistance,HzAngle,x_fixed,y_fixed,utmEast,utmNorth
2018-03-08 13:00:57,10,2018-03-08 13:00:00,427.8844251204742,0.8697389990041164,154.50474645600065,399.01549416438155,439380.66474645596,8024076.575494164
2018-03-08 13:02:19,10,2018-03-08 13:02:00,427.8845650740053,0.8697389990041164,154.5047969918079,399.01562467538895,439380.6647969918,8024076.575624675
2018-03-08 13:03:39,10,2018-03-08 13:03:00,427.8845756921552,0.8697389990041164,154.50480082591466,399.015634577143,439380.6648008259,8024076.575634576
2018-03-08 13:05:00,10,2018-03-08 13:04:00,427.8845812736728,0.8697389990041164,154.50480284134431,399.0156397820812,439380.6648028413,8024076.575639782
2018-03-08 13:06:17,10,2018-03-08 13:06:00,427.8846948118995,0.8697389990041164,154.50484383885183,399.01574565999823,439380.66484383884,8024076.57574566
2018-03-08 13:07:39,10,2018-03-08 13:07:00,427.88479875716064,0.8697389990041164,154.50488137243633,399.01584259217736,439380.6648813724,8024076.575842592
2018-03-08 13:08:59,10,2018-03-08 13:08:00,427.88450918341323,0.8697389990041164,154.50477681027934,399.01557255567883,439380.66477681027,8024076.575572555
2018-03-08 13:10:17,10,2018-03-08 13:10:00,427.88442175797803,0.8697389990041164,154.50474524183724,399.01549102874964,439380.6647452418,8024076.575491028
2018-03-08 13:11:36,10,2018-03-08 13:11:00,427.88453274539347,0.8697389990041164,154.50478531827252,399.015594527956,439380.66478531825,8024076.575594528
2018-03-08 13:12:57,10,2018-03-08 13:12:00,427.8846417919491,0.8697389990041164,154.50482469388297,399.0156962172504,439380.6648246939,8024076.575696217
2018-03-08 13:14:19,10,2018-03-08 13:14:00,427.88444841190886,0.8697389990041164,154.5047548663026,399.0155158843666,439380.6647548663,8024076.575515884
2018-03-08 13:15:40,10,2018-03-08 13:15:00,427.8845567422089,0.8697389990041164,154.50479398328034,399.01561690573044,439380.6647939833,8024076.5756169055
2018-03-08 13:17:01,10,2018-03-08 13:16:00,427.8843663114584,0.8697389990041164,154.5047252206587,399.0154393231508,439380.66472522065,8024076.575439323
2018-03-08 13:18:22,10,2018-03-08 13:18:00,427.8845925386029,0.8697389990041164,154.50480690899684,399.01565028697786,439380.664806909,8024076.575650287
2018-03-08 13:19:42,10,2018-03-08 13:19:00,427.88440458908843,0.8697396435875075,154.50448184354443,399.01557460933356,439380.66448184353,8024076.5755746085
2018-03-08 13:21:05,10,2018-03-08 13:20:00,427.8846119382603,0.8697396521618237,154.5045532938252,399.0157692936848,439380.6645532938,8024076.575769293
2018-03-08 13:22:27,10,2018-03-08 13:22:00,427.88452019771,0.8697397338395827,154.50448757658714,399.01569636233705,439380.6644875766,8024076.575696362
2018-03-08 13:23:45,10,2018-03-08 13:23:00,427.8846271850215,0.869739211653808,154.50473456890356,399.0157154512307,439380.66473456885,8024076.575715451
2018-03-08 13:25:06,10,2018-03-08 13:24:00,427.88472363694893,0.8697392579308929,154.50475093141335,399.0158125456811,439380.6647509314,8024076.575812546
2018-03-08 13:26:27,10,2018-03-08 13:26:00,427.88483769576476,0.8697391592636832,154.50483148665927,399.0159036645155,439380.66483148665,8024076.575903664
2018-03-08 13:27:47,10,2018-03-08 13:27:00,427.88484320316064,0.8697390392461214,154.50488136423894,399.015890257037,439380.6648813642,8024076.575890257
2018-03-08 13:29:20,10,2018-03-08 13:29:00,427.8844498082534,0.8697388689411558,154.5048072676467,399.01549709115193,439380.6648072676,8024076.575497091
2018-03-08 13:30:51,10,2018-03-08 13:30:00,427.8843625913623,0.869739260366124,154.50461958988902,399.01547623569707,439380.66461958986,8024076.575476236
2018-03-08 13:32:12,10,2018-03-08 13:32:00,427.88466397679514,0.869738712580205,154.50494699224294,399.0156726514124,439380.66494699224,8024076.575672651
2018-03-08 13:33:33,10,2018-03-08 13:33:00,427.88486265903293,0.8697388607615144,154.50495960775237,399.0158808234909,439380.6649596077,8024076.575880823
2018-03-08 13:34:55,10,2018-03-08 13:34:00,427.8845641318132,0.8697388983785372,154.50483680276932,399.01560824962894,439380.66483680275,8024076.575608249
2018-03-08 13:36:14,10,2018-03-08 13:36:00,427.8844629101311,0.8697385540635547,154.50493763964275,399.01546065893416,439380.6649376396,8024076.575460658
2018-03-08 13:37:35,10,2018-03-08 13:37:00,427.88446529031415,0.8697390870224887,154.50472584022617,399.01554522325887,439380.6647258402,8024076.5755452225
2018-03-08 13:38:56,10,2018-03-08 13:38:00,427.8841789779569,0.8697389215898033,154.50468846591463,399.01525266797876,439380.6646884659,8024076.575252668
2018-03-08 13:40:18,10,2018-03-08 13:40:00,427.8848739405415,0.8697387285360714,154.50501644144435,399.0158709143561,439380.66501644143,8024076.575870914
2018-03-08 13:41:38,10,2018-03-08 13:41:00,427.884480333377,0.8697389990041164,154.5047663928225,399.01554565212547,439380.6647663928,8024076.575545652
2018-03-08 13:42:58,10,2018-03-08 13:42:00,427.8841870193626,0.8697388269663653,154.50472912578067,399.0152455470718,439380.66472912574,8024076.575245547
2018-03-08 13:44:18,10,2018-03-08 13:44:00,427.8847954256291,0.869739143903056,154.50482235248026,399.01586187300995,439380.66482235247,8024076.575861872
2018-03-08 13:45:35,10,2018-03-08 13:45:00,427.8846052238836,0.8697389903363506,154.50481494809796,399.01566077718394,439380.66481494805,8024076.575660776
2018-03-08 13:46:55,10,2018-03-08 13:46:00,427.8844149370327,0.8697390095642348,154.504738565212,399.015486299595,439380.66473856516,8024076.5754863
