Epoch,Refl_Num,Ref_Time,SlopeDistance,HzAngle,x_fixed,y_fixed,utmEast,utmNorth
2018-03-08 13:00:41,9,2018-03-08 13:00:00,318.10046896775793,1.866535309003682,-186.72798145267808,257.5278029652641,439039.4320185473,8023935.087802965
2018-03-08 13:02:03,9,2018-03-08 13:02:00,318.1006001944908,1.866535309003682,-186.7280584840104,257.52790920381284,439039.43194151594,8023935.087909203
2018-03-08 13:03:24,9,2018-03-08 13:03:00,318.10090910961577,1.866535309003682,-186.7282398201081,257.52815929534427,439039.43176017987,8023935.088159295
2018-03-08 13:04:45,9,2018-03-08 13:04:00,318.1002136199828,1.866535309003682,-186.72783156112095,257.527596240792,439039.43216843886,8023935.08759624
2018-03-08 13:06:03,9,2018-03-08 13:06:00,318.10072411718687,1.866535309003682,-186.72813122780408,257.52800952915896,439039.4318687722,8023935.088009529
2018-03-08 13:07:23,9,2018-03-08 13:07:00,318.1004263869068,1.866535309003682,-186.72795645731603,257.5277684926552,439039.4320435427,8023935.087768492
2018-03-08 13:08:44,9,2018-03-08 13:08:00,318.10033337920464,1.866535309003682,-186.7279018609159,257.52769319547224,439039.4320981391,8023935.087693195
2018-03-08 13:10:02,9,2018-03-08 13:10:00,318.10064362357673,1.866535309003682,-186.72808397729426,257.5279443631357,439039.4319160227,8023935.087944362
2018-03-08 13:11:21,9,2018-03-08 13:11:00,318.10055005026044,1.866535309003682,-186.72802904887328,257.52786860804287,439039.4319709511,8023935.087868608
2018-03-08 13:12:42,9,2018-03-08 13:12:00,318.1007585572425,1.866535309003682,-186.7281514444422,257.52803741114195,439039.4318485555,8023935.088037411
2018-03-08 13:14:03,9,2018-03-08 13:14:00,318.1003613858528,1.866535309003682,-186.72791830108306,257.52771586909677,439039.4320816989,8023935.087715869
2018-03-08 13:15:24,9,2018-03-08 13:15:00,318.100270814726,1.866535309003682,-186.72786513497567,257.52764254451665,439039.432134865,8023935.087642544
2018-03-08 13:16:46,9,2018-03-08 13:16:00,318.10077550405214,1.866535309003682,-186.72816139237963,257.52805113094144,439039.4318386076,8023935.088051131
2018-03-08 13:18:07,9,2018-03-08 13:18:00,318.1007948138604,1.866535309003682,-186.72817272741958,257.5280667637776,439039.4318272726,8023935.088066763
