,p,q,theta,Tice,Sensor_Name
2018-03-11 04:17:00,-17.222368866593808,-18.150099149490696,0.4379740985867381,-9.084808,D
2018-03-11 04:18:00,-17.284114272660574,-18.256174028498574,0.3587934549295706,-9.085571,D
2018-03-11 04:19:00,-16.765674639737583,-18.131421302543327,0.6844699302025709,-9.086548,D
2018-03-11 04:20:00,-15.634704613735138,-17.925387099267997,0.4443344291417668,-9.087158,D
2018-03-11 04:21:00,-17.584313151323236,-18.169010537286347,0.27224225695376214,-9.088013,D
2018-03-11 04:22:00,-16.757839248605734,-18.046125431723965,0.2217511500369962,-9.088623,D
2018-03-11 04:23:00,-16.33229191376323,-17.995064179098378,0.14145804209171842,-9.089417,D
2018-03-11 04:24:00,-16.790648437966812,-18.224212325673165,0.17830037147036815,-9.090302,D
2018-03-11 04:25:00,-16.735784032621254,-18.293169275192326,0.19619134673803673,-9.090912,D
2018-03-11 04:26:00,-16.75866029666556,-18.133848591326288,0.17588582678005493,-9.091919,D
2018-03-11 04:27:00,-17.015587298549438,-18.262500383281253,0.2095919971213518,-9.092621,D
2018-03-11 04:28:00,-17.28422512111077,-18.509628038137784,0.07185223969562737,-9.093353,D
2018-03-11 04:29:00,-17.79183249208636,-18.32764009127109,0.10526545658970576,-9.094299,D
2018-03-11 04:30:00,-17.434307664599704,-18.355179904510553,-0.011999815466488206,-9.09494,D
2018-03-11 04:31:00,-17.645818629092798,-18.45986424999094,0.07142464388115854,-9.095886,D
2018-03-11 04:32:00,-17.488416735914306,-18.48156969370627,0.2621491178354354,-9.096527,D
2018-03-11 04:33:00,-16.949892315109217,-18.136182846658514,0.35763071069160324,-9.097473,D
2018-03-11 04:34:00,-17.030631910574417,-18.193005615132986,0.32913811158191564,-9.098114,D
2018-03-11 04:35:00,-16.473961708380582,-18.151416565878684,0.17508045998687916,-9.098816,D
2018-03-11 04:36:00,-17.140688960471625,-18.420859460750066,0.11783036659157076,-9.099762,D
2018-03-11 04:37:00,-16.98400062346795,-18.44546390026023,0.2487745491703499,-9.100616,D
2018-03-11 04:38:00,-17.61709928947156,-18.38511605301198,0.2623980982345975,-9.101318,D
2018-03-11 04:39:00,-16.895555224212412,-18.339250163153455,0.09489253058199076,-9.102234,D
2018-03-11 04:40:00,-16.728505459631442,-18.399719770031034,0.16122287002241165,-9.102966,D
2018-03-11 04:41:00,-16.530312260451897,-18.49254726100464,0.17808032251151307,-9.103668,D
2018-03-11 04:42:00,-16.792270250857555,-18.46193884611657,0.28626251373747635,-9.104523,D
2018-03-11 04:43:00,-16.86848859319948,-18.42576166668666,0.11997375999239357,-9.105316,D
2018-03-11 04:44:00,-17.188049360844268,-18.309920008481214,0.16327981753908882,-9.10611,D
2018-03-11 04:45:00,-17.16590915510351,-18.421237755322245,0.35176383749226603,-9.106903,D
2018-03-11 04:46:00,-15.822850559619408,-18.1729338715134,0.34095908438112277,-9.107697,D
2018-03-11 04:47:00,-15.899458872407376,-18.235063665162752,0.39867743939074196,-9.108643,D
2018-03-11 04:48:00,-15.842060276042899,-18.263900789923518,0.2974881802741536,-9.109375,D
2018-03-11 04:49:00,-15.227056548773737,-18.179334551987,0.24935583593031074,-9.110077,D
2018-03-11 04:50:00,-15.407821516517645,-18.209838126476104,0.25632442049406,-9.11087,D
2018-03-11 04:51:00,-15.463727394750846,-18.29127671632902,0.323060425029436,-9.111694,D
2018-03-11 04:52:00,-16.03606258771251,-18.530746138402506,0.3376910094499481,-9.11264,D
2018-03-11 04:53:00,-16.12456969071976,-18.58042985440539,0.385577298307473,-9.113556,D
2018-03-11 04:54:00,-14.88249952459479,-18.307525050620587,0.2802477682654281,-9.114166,D
2018-03-11 04:55:00,-17.067430740320464,-18.566158005072424,0.48633001250109686,-9.11496,D
2018-03-11 04:56:00,-18.34829336292835,-18.830811264982568,0.7581945284032613,-9.115723,D
2018-03-11 04:57:00,-18.59103833578522,-19.045128479498363,1.1285831881548194,-9.116486,D
2018-03-11 04:58:00,-18.456000964351137,-19.000518961391535,0.9048107206908267,-9.117371,D
2018-03-11 04:59:00,-18.298592662328836,-18.898161736127726,0.8100102289128192,-9.118103,D
2018-03-11 05:00:00,-18.611456959555806,-18.97684047649642,0.888234883745017,-9.119049,D
2018-03-11 05:01:00,-18.461265340891863,-18.84613128159701,0.7127036669987853,-9.119965,D
2018-03-11 05:02:00,-17.75259821924057,-18.73085145798075,0.41704199021836097,-9.120636,D
2018-03-11 05:03:00,-17.5559767190205,-18.790818182610888,0.5242970215291388,-9.121368,D
2018-03-11 05:04:00,-17.19879277398244,-18.638481098403883,0.48261167198136634,-9.122009,D
