,p,q,theta,Tice,Sensor_Name
2018-03-09 08:31:00,,,,,A
2018-03-09 08:34:00,,,,,A
2018-03-09 08:36:00,,,,,A
2018-03-09 08:39:00,,,,,A
2018-03-09 08:41:00,,,,,A
2018-03-09 08:44:00,,,,,A
2018-03-09 08:46:00,,,,,A
2018-03-09 08:49:00,,,,,A
2018-03-09 08:51:00,,,,,A
2018-03-09 08:54:00,,,,,A
2018-03-09 08:56:00,,,,,A
2018-03-09 08:59:00,,,,,A
2018-03-09 09:02:00,,,,,A
2018-03-09 09:04:00,,,,,A
2018-03-09 09:07:00,,,,,A
2018-03-09 09:09:00,,,,,A
2018-03-09 09:12:00,,,,,A
2018-03-09 09:14:00,,,,,A
2018-03-09 09:17:00,,,,,A
2018-03-09 09:20:00,,,,,A
2018-03-09 09:23:00,,,,,A
2018-03-09 09:26:00,,,,,A
2018-03-09 09:29:00,,,,,A
2018-03-09 09:32:00,,,,,A
2018-03-09 09:35:00,,,,,A
2018-03-09 09:38:00,,,,,A
2018-03-09 09:41:00,,,,,A
2018-03-09 09:44:00,,,,,A
2018-03-09 09:47:00,,,,,A
2018-03-09 09:50:00,,,,,A
2018-03-09 09:53:00,,,,,A
2018-03-09 09:56:00,,,,,A
2018-03-09 09:59:00,,,,,A
2018-03-09 10:02:00,,,,,A
2018-03-09 10:04:00,,,,,A
2018-03-09 10:07:00,,,,,A
2018-03-09 10:11:00,,,,,A
2018-03-09 10:14:00,,,,,A
2018-03-09 10:17:00,,,,,A
2018-03-09 10:20:00,,,,,A
2018-03-09 10:23:00,,,,,A
2018-03-09 10:25:00,,,,,A
2018-03-09 10:28:00,,,,,A
2018-03-09 10:31:00,,,,,A
2018-03-09 10:33:00,,,,,A
2018-03-09 10:36:00,,,,,A
2018-03-09 10:39:00,,,,,A
2018-03-09 10:41:00,,,,,A
2018-03-09 10:44:00,,,,,A
2018-03-09 10:47:00,,,,,A
2018-03-09 10:50:00,,,,,A
2018-03-09 10:52:00,,,,,A
2018-03-09 10:55:00,,,,,A
2018-03-09 10:58:00,,,,,A
2018-03-09 11:01:00,,,,,A
2018-03-09 11:03:00,,,,,A
2018-03-09 11:06:00,,,,,A
2018-03-09 11:09:00,,,,,A
2018-03-09 11:11:00,,,,,A
2018-03-09 11:14:00,,,,,A
2018-03-09 11:16:00,,,,,A
2018-03-09 11:19:00,,,,,A
2018-03-09 11:21:00,,,,,A
2018-03-09 11:24:00,,,,,A
2018-03-09 11:27:00,,,,,A
2018-03-09 11:29:00,,,,,A
2018-03-09 11:32:00,,,,,A
2018-03-09 11:34:00,,,,,A
2018-03-09 11:37:00,,,,,A
2018-03-09 11:40:00,,,,,A
2018-03-09 11:42:00,,,,,A
2018-03-09 11:45:00,,,,,A
2018-03-09 11:47:00,,,,,A
2018-03-09 11:50:00,,,,,A
2018-03-09 11:53:00,,,,,A
2018-03-09 11:55:00,,,,,A
2018-03-09 11:58:00,,,,,A
2018-03-09 12:01:00,3.2012902208289606,2.730524419849764,-0.22466484299425474,-15.32388,A
2018-03-09 12:02:00,3.2128798049053704,2.6482787798688388,-0.23507300572973341,-15.32361,A
2018-03-09 12:03:00,3.289860339348872,2.8807117004584817,-0.19151663937879396,-15.323,A
2018-03-09 12:04:00,3.17323728211173,2.536533932132303,-0.24905470963864126,-15.32278,A
2018-03-09 12:05:00,3.289029785166881,2.781130097814135,-0.23451714987292963,-15.32217,A
2018-03-09 12:06:00,3.2397923034060905,2.6352087348764344,-0.2533550955775279,-15.32193,A
2018-03-09 12:07:00,3.3154655505194928,2.894737903271365,-0.19762481088957942,-15.32159,A
2018-03-09 12:08:00,3.3027807406312713,2.7862480730489017,-0.2262380840900742,-15.32126,A
2018-03-09 12:09:00,3.3085781778075365,2.7766651224843075,-0.2410974162319798,-15.32071,A
2018-03-09 12:10:00,3.326140764210873,2.8757970456915434,-0.23474027208014372,-15.3204,A
2018-03-09 12:11:00,3.297884610976459,2.754475196332073,-0.2448273114900297,-15.31958,A
2018-03-09 12:12:00,3.3960050471459478,2.972203360933079,-0.21417365939454205,-15.31952,A
2018-03-09 12:13:00,3.3159609334850284,2.780940862199049,-0.25427653422921204,-15.31903,A
2018-03-09 12:14:00,3.351738747842915,2.816292548580641,-0.2543977687738812,-15.31857,A
2018-03-09 12:15:00,3.3492789080570007,2.7689149610260624,-0.2522303240147694,-15.31815,A
2018-03-09 12:16:00,3.377878537846957,2.8582772929582894,-0.24121935428304572,-15.31778,A
2018-03-09 12:17:00,3.3665272518016027,2.7945122383505177,-0.2614182378362513,-15.31738,A
2018-03-09 12:18:00,3.3528345130196917,2.7566385125268713,-0.26548180744990546,-15.31696,A
2018-03-09 12:19:00,3.437468521677129,2.938061090862114,-0.2488452572842926,-15.31671,A
2018-03-09 12:20:00,3.4400183916924347,2.9079096108038014,-0.2449290219609986,-15.31604,A
2018-03-09 12:21:00,3.499346719596319,3.0152084614544195,-0.23469597394936267,-15.31543,A
2018-03-09 12:22:00,3.462515407318214,2.905903212237459,-0.24998438955060606,-15.31528,A
2018-03-09 12:23:00,3.485227768512141,2.9772219400478765,-0.24081368293766467,-15.31494,A
2018-03-09 12:24:00,3.4900337846100844,2.9942657216450193,-0.23850892404147803,-15.31464,A
2018-03-09 12:25:00,3.501377221340092,3.0020699668633837,-0.25144224997201003,-15.31393,A
2018-03-09 12:26:00,3.4753841572516575,2.8824996495221002,-0.2575146339723571,-15.31363,A
2018-03-09 12:27:00,3.601469484803612,3.2609905740041927,-0.18851078881872776,-15.31326,A
2018-03-09 12:28:00,3.4893764759532147,2.9334414112069775,-0.2525457903362448,-15.31265,A
2018-03-09 12:29:00,3.5513525429474857,3.088469105202742,-0.2450786023487598,-15.31253,A
2018-03-09 12:30:00,3.616755115117862,3.213859142809625,-0.22962825148058238,-15.31192,A
2018-03-09 12:31:00,3.567061803201895,3.0676252244571467,-0.2535000461411031,-15.31158,A
2018-03-09 12:32:00,3.558101880624266,3.001662415904811,-0.2535590341546812,-15.31104,A
2018-03-09 12:33:00,3.6189450566701553,3.1104553832207023,-0.2441523818253377,-15.31082,A
2018-03-09 12:34:00,3.5919935686387046,3.0353585979917415,-0.25419462527133974,-15.31012,A
2018-03-09 12:35:00,3.6842982339659094,3.281105645925093,-0.23148054125355652,-15.31003,A
2018-03-09 12:36:00,3.547678888657576,2.9060603881354052,-0.26749188514682376,-15.30954,A
2018-03-09 12:37:00,3.696680394357988,3.2849835025436933,-0.22166504246385701,-15.30878,A
2018-03-09 12:38:00,3.647913183211902,3.1851150708286324,-0.24905147249681484,-15.30853,A
2018-03-09 12:39:00,3.656992985270404,3.173527003225932,-0.2420297567860489,-15.30798,A
2018-03-09 12:40:00,3.639823103310868,3.046519136003431,-0.2617941312910421,-15.3078,A
2018-03-09 12:41:00,3.7905522033196046,3.5422318880293124,-0.16185043012120567,-15.30725,A
2018-03-09 12:42:00,3.7396712443694327,3.3974953564919166,-0.2153477904161725,-15.30695,A
2018-03-09 12:43:00,3.61477548892565,3.0592856956857197,-0.2578932047313759,-15.30649,A
2018-03-09 12:44:00,3.648596964728303,3.166207270982019,-0.24465740508087144,-15.30594,A
2018-03-09 12:45:00,3.6409261214228255,3.1466337939439546,-0.2477556503953954,-15.30554,A
2018-03-09 12:46:00,3.641851310259136,3.1643654951831195,-0.2687805814853711,-15.30499,A
2018-03-09 12:47:00,3.6134992200610547,3.116225688069721,-0.26149534184588374,-15.30453,A
2018-03-09 12:48:00,3.5806013371501404,2.9775514954887967,-0.2679436393899781,-15.30399,A
2018-03-09 12:49:00,3.639952433692083,3.085296948273798,-0.2609468804291537,-15.30344,A
2018-03-09 12:50:00,3.6225435575798453,3.0025079573046876,-0.2797852580184298,-15.30292,A
2018-03-09 12:51:00,3.6753491631733635,3.091712303801757,-0.27571626402146343,-15.30225,A
2018-03-09 12:52:00,3.7331417992483327,3.271780120697897,-0.2567906491205081,-15.30176,A
2018-03-09 12:53:00,3.70689569248304,3.1519276214202057,-0.2624554789672837,-15.30139,A
2018-03-09 12:54:00,3.773288103203437,3.3238553816261787,-0.2549669001000976,-15.3009,A
2018-03-09 12:55:00,3.7174810773796754,3.158498012611899,-0.2741441264076485,-15.30042,A
2018-03-09 12:56:00,3.8211963500322157,3.4628264487599605,-0.20016083075450816,-15.2999,A
2018-03-09 12:57:00,3.770617202563313,3.362232389447398,-0.2343145329551092,-15.29932,A
2018-03-09 12:58:00,3.817665006313906,3.433033663010921,-0.22752495564057582,-15.29865,A
2018-03-09 12:59:00,3.769758769820873,3.214947007188945,-0.26510232573007375,-15.29834,A
2018-03-09 13:00:00,3.849719800643342,3.3511023479686504,-0.2667824813747184,-15.29782,A
2018-03-09 13:01:00,3.895706876310357,3.4946513204696834,-0.24733748356037547,-15.29733,A
2018-03-09 13:02:00,3.833652520603669,3.3110719611353137,-0.2718858831751779,-15.29681,A
2018-03-09 13:03:00,3.8028689735365124,3.2191926200105017,-0.2802949402903645,-15.29657,A
2018-03-09 13:04:00,3.9111124089722553,3.3999011777186925,-0.27027506999396544,-15.29587,A
2018-03-09 13:05:00,3.925545017871432,3.4062075089131185,-0.26117924320146124,-15.2952,A
